	Unnamed: 0.1.1	conversation_id	lang	reply_settings	created_at	clean_text	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	our_label	annotator
18	35642	1633659653816037376	en	everyone	2023-03-09 16:55:36+00:00	jim walsh trust willcompton lmao wearing mask pic got ukraine flag name need know	@jim_walsh_trust @_willcompton Lmao you’re wearing a mask in your pic and got a Ukraine flag in your name. All we need to know.	1465504509963251712	[{'type': 'replied_to', 'id': '1633659960352546818'}]	1633874185146748928	['1633874185146748928']	0	0	0	11	1.2222108017732854e+18						negative	melissa
19	10152	1633983425521635328	en	everyone	2023-03-10 00:09:41+00:00	rt mark k breaking microsoft cto announces gpt coming next week model multimodal including video feature ai ch	"RT @mark_k: BREAKING: .@Microsoft CTO announces: GPT-4 is coming next week!
The model will be multimodal, including video features.
#AI #Ch…"	1362531562840068096	[{'type': 'retweeted', 'id': '1633901801643622411'}]	1633983425521635328	['1633983425521635328']	288	0	0	0							positive	melissa
20	13667	1633951187694235648	en	everyone	2023-03-09 22:01:35+00:00	chatgpt successor go cool tool matthew salganik msalganik freedom tinker princetoncitp http co fbxd oqt	Can ChatGPT—and its successors—go from cool to tool? By Matthew Salganik @msalganik / Freedom to Tinker - @PrincetonCITP  https://t.co/fBxD2OqT8M	14330959		1633951187694235648	['1633951187694235648']	0	0	0	82							neutral	melissa
21	26430	1633668570625499136	en	everyone	2023-03-09 03:18:33+00:00	rt nytimes breaking news widespread missile attack explosion reported across ukraine early thursday air raid siren sou	RT @nytimes: Breaking News: Widespread missile attacks and explosions were reported across Ukraine early Thursday, with air raid sirens sou…	53112732	[{'type': 'retweeted', 'id': '1633666448429314051'}]	1633668570625499136	['1633668570625499136']	40	0	0	0							negative	melissa
22	29185	1633626520798240768	en	everyone	2023-03-09 00:31:28+00:00	rt sahilkapur new senate vote pas gop led resolution overturn dc recent crime law democrat split passed	"RT @sahilkapur: NEW: Senate votes 81-14 to pass a GOP-led resolution to overturn DC's recent crime law, after Democrats split.

It passed t…"	11856892	[{'type': 'retweeted', 'id': '1633625089580367872'}]	1633626520798240768	['1633626520798240769']	10	0	0	0							neutral	melissa
23	1637	1633228090896789504	en	everyone	2023-03-07 22:08:15+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1145699397415702528	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633228090896789504	['1633228090896789506']	9130	0	0	0							neutral	melissa
24	35854	1633825510630510592	en	everyone	2023-03-09 16:55:00+00:00	henryharte mak nafo fella gen milley said ukraine lost k back november	@henryharte17 @Maks_NAFO_FELLA Gen Milley said Ukraine lost 100k back In November	1518720814178349056	[{'type': 'replied_to', 'id': '1633871901041754117'}]	1633874035124871168	['1633874035124871169']	0	1	0	20	1.2929540798959903e+18						neutral	melissa
25	25651	1633669880460488704	en	everyone	2023-03-09 03:23:46+00:00	house member staff personal data compromised health insurer breach http co rxskqpzixi usa canada bitcoin cryptocurrency russia ukraine india uk france business israel china iran turkey	"House members, staff personal data compromised in health insurer breach https://t.co/RxSkqPzIXi
#USA #Canada #Bitcoin #Cryptocurrency #Russia #Ukraine #India #UK #France #Business #Israel #China #Iran #Turkey"	1516904385766432768		1633669880460488704	['1633669880460488705']	0	0	0	2							neutral	melissa
26	33148	1633876161553137664	en	everyone	2023-03-09 17:03:27+00:00	rt btudbubble plea grow desperate u turn tide ukraine war russia soon credibi	RT @BTudbubble: These pleas will grow more desperate, if the US does not turn the tide of its Ukraine war against Russia, soon. The credibi…	803208264	[{'type': 'retweeted', 'id': '1633875431349968896'}]	1633876161553137664	['1633876161553137664']	1	0	0	0							negative	melissa
27	16067	1633516926675689472	en	everyone	2023-03-09 03:13:19+00:00	killiansdad mikesmalltalk elonmusk lukewearechange stevenvoiceover neither fool watched different channel day including fox news try lecturing berating maga nonsense	@killiansdad66 @MikeSmalltalk @elonmusk @Lukewearechange @stevenvoiceover Neither were you, you fool! I watched 4 different channels that day, including FOX NEWS. Don’t try lecturing and berating me with your MAGA nonsense. 🙄	820577460886458368	[{'type': 'replied_to', 'id': '1633589817308237824'}]	1633667250766118912	['1633667250766118914']	0	0	0	3	1.048480828756394e+18						negative	melissa
28	10177	1633983180226301952	en	everyone	2023-03-10 00:08:42+00:00	architecting golden age plea help chatgpt http co bmvowp tay http co uez rbu v	"""Architecting the Golden Age: A plea for help to ChatGPT"": 
https://t.co/BMVOwP8tay https://t.co/UEz93RbU1v"	55730801		1633983180226301952	['1633983180226301953']	0	0	0	3							neutral	melissa
29	29650	1633574834557820928	en	everyone	2023-03-08 21:06:05+00:00	usual collection freak arguing dc statehood congress allow reduce penalty crime like carjacking http co k mxoz fpt	Usual collection of freaks arguing for DC Statehood because Congress won’t allow them to reduce penalties for crimes like carjacking. https://t.co/k3MXoZ2fPt	975007775406379008	[{'type': 'quoted', 'id': '1633528655501574145'}]	1633574834557820928	['1633574834557820932']	0	0	0	69							negative	melissa
30	32687	1633876517657923584	en	everyone	2023-03-09 17:04:52+00:00	rt militarylandnet poland transfer remaining leopard tank ukraine say polish minister defense mariusz blaszczak	RT @Militarylandnet: 🗞️🇵🇱 Poland transfers the remaining 10 Leopard 2 tanks to Ukraine, says Polish Minister of Defense Mariusz Blaszczak.…	1018062586947014656	[{'type': 'retweeted', 'id': '1633778642567217152'}]	1633876517657923584	['1633876517657923584']	23	0	0	0							neutral	melissa
31	13408	1633953016574529536	en	everyone	2023-03-09 22:08:51+00:00	email b testing http co fflhomxkem chatgpt chatgptprompts chatbot chatbotai aichatbot ai artificialintelligence aiprompts prompt writingprompts ideaprompts creativeprompts http co vqxekrdk	Email A/B testing 11 👇👉 https://t.co/FFLhOMxkeM #chatgpt #chatgptprompts #chatbot #chatbotai #aichatbot #ai #artificialintelligence #aiprompts #prompts #writingprompts #ideaprompts #creativeprompts https://t.co/d0vQXeKrDK	922941731183742976		1633953016574529536	['1633953016574529537']	0	0	0	3							neutral	melissa
32	25932	1633669415345504256	en	everyone	2023-03-09 03:21:55+00:00	rt stellaescotv ny time report new intelligence reviewed u official show pro ukrainian group carried attack nord	RT @StellaEscoTV: NY Times reports new intelligence reviewed by U.S. officials shows a pro-Ukrainian group carried out the attack on Nord S…	794682537620676608	[{'type': 'retweeted', 'id': '1633554966051966986'}]	1633669415345504256	['1633669415345504257']	57	0	0	0							neutral	melissa
33	13797	1633950214766690304	en	everyone	2023-03-09 21:57:43+00:00	ho litigato pure con chatgpt	Ho litigato pure con chatgpt	328680184		1633950214766690304	['1633950214766690305']	0	1	1	67							neutral	melissa
34	24930	1633671047420469248	en	everyone	2023-03-09 03:28:24+00:00	rt democracynow russia jail blogger criticism war ukraine http co xlqg lgh	RT @democracynow: Russia Jails Blogger over Criticism of War on Ukraine https://t.co/Xlqg9o3lgh	470868113	[{'type': 'retweeted', 'id': '1633666920489840641'}]	1633671047420469248	['1633671047420469249']	9	0	0	0							negative	melissa
35	36269	1633873689107152896	en	everyone	2023-03-09 16:53:38+00:00	rt mrfukkew ukraine emergency service repaired power grid connected zaporizhzhia nuclear power plant missile attac	"RT @MrFukkew: #Ukraine's Emergency Service repaired the power grid that is connected to Zaporizhzhia Nuclear Power Plant. 

🇷🇺missile attac…"	1442847929224601600	[{'type': 'retweeted', 'id': '1633837329826856960'}]	1633873689107152896	['1633873689107152896']	5	0	0	0							neutral	melissa
36	17889	1633665022009176064	en	everyone	2023-03-09 03:04:27+00:00	rt gregrubini boom ukraine corruption john kerry u trying get rid prosecutor joe biden obama	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	823651873207046144	[{'type': 'retweeted', 'id': '1320412175421394947'}]	1633665022009176064	['1633665022009176066']	6757	0	0	0							negative	melissa
37	14776	1633942754291228672	en	everyone	2023-03-09 21:28:04+00:00	viralrabbi according chatgpt list alleged information regarding mutantapeyachtclub mayc mutant ape yacht club mayc collection unique pixel art ape mayc created artist entrepreneur bored ape http co oyx ssapa	"🔴 #ViralRabbi #According #To #ChatGPT, #here #is #a #list #of #alleged #information #regarding #MutantApeYachtClub (#MAYC):
    1. Mutant Ape Yacht Club (MAYC) is a collection of 20,000 unique 3D pixel art apes.
    2. MAYC was created by the artist and entrepreneur, Bored Ape… https://t.co/OYx6ssAPA7"	1381217652211818496		1633942754291228672	['1633942754291228672']	0	0	0	28							neutral	melissa
38	20835	1228933067928195072	en	everyone	2023-03-09 02:09:07+00:00	heathenonearth kaysandiego roni potus hater obama way better president trump got elected twice trump one term sore loser handle truth	"@HeathenOnEarth_ @kaysandiego @Roni4488 @POTUS The haters are out there. Obama was a way better president than trump and got elected twice!😄😄😄
Trump is a one term sore loser who can't handle the truth!  😆😆😆😆"	812527511297003520	[{'type': 'replied_to', 'id': '1230051555140870145'}]	1633651094776606720	['1633651094776606722']	0	0	1	5	9.750533051047322e+17						negative	melissa
39	11846	1633966534250106880	en	everyone	2023-03-09 23:02:34+00:00	chatgpt bury siri good apple move fast techradar http co qri j hpk	ChatGPT will bury Siri for good if Apple doesn't move fast - TechRadar https://t.co/qri4JS9hpk	1561795891320725504		1633966534250106880	['1633966534250106881']	0	0	0	3							neutral	melissa
40	13578	1633951892865728512	en	everyone	2023-03-09 22:04:23+00:00	rt digitaltrends chatgpt invented hit puzzle game called sumplete could rival wordle one problem already exist	RT @DigitalTrends: #ChatGPT invented a hit puzzle game called #Sumplete that could rival Wordle. There's just one problem: It already exist…	125134601	[{'type': 'retweeted', 'id': '1633882983441772544'}]	1633951892865728512	['1633951892865728514']	2	0	0	0							neutral	melissa
41	22377	1633675220648357888	en	everyone	2023-03-09 03:44:59+00:00	rt igorsushko russia wtf wrong country http co qrd xesx	RT @igorsushko: #RUSSIA: WTF is wrong with this country. https://t.co/QRd6O2xeSX	875045184	[{'type': 'retweeted', 'id': '1633321890638102529'}]	1633675220648357888	['1633675220648357889']	277	0	0	0							negative	melissa
42	1697	1633222352824573952	en	everyone	2023-03-07 21:45:27+00:00	rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix	"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…"	1373862535624060928	[{'type': 'retweeted', 'id': '1632525319973289985'}]	1633222352824573952	['1633222352824573954']	9130	0	0	0							neutral	melissa
43	19133	1633659008132456448	en	everyone	2023-03-09 02:40:34+00:00	rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1518753240283684864	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1633659008132456448	['1633659008132456448']	3316	0	0	0							neutral	melissa
44	25639	1633669895807467520	en	everyone	2023-03-09 03:23:49+00:00	rt kimdotcom u govt funded research created covid killed million blew nordstream pipeline act int	RT @KimDotcom: The US Govt funded the research that created Covid-19 and killed millions, blew up the NordStream pipelines in an act of int…	1166202177565548544	[{'type': 'retweeted', 'id': '1633517462137475072'}]	1633669895807467520	['1633669895807467520']	3081	0	0	0							negative	melissa
45	22385	1633675211580256256	en	everyone	2023-03-09 03:44:57+00:00	rt realmattcouch support russia support ukraine support tyrannical regime white house	"RT @RealMattCouch: I don't Support Russia... 
I don't Support the Ukraine.. 
I don't support this Tyrannical Regime in the White House..…"	65643848	[{'type': 'retweeted', 'id': '1633246342960107521'}]	1633675211580256256	['1633675211580256258']	250	0	0	0							negative	melissa
46	31166	1633141187694452736	en	everyone	2023-03-07 16:22:56+00:00	hooking statehood helping either cause instead one lead weight tie two lead weight sinking body leadership standpoint vindication mayor say told ya would better negotiated winning solution http co flcubrkavn	"Hooking this up to statehood isn't helping either cause. Instead of one lead weight you tie two lead weights to the sinking body. And, from a leadership standpoint, is it vindication for the mayor to say ""told 'ya so""? Or would it better if she had negotiated a winning solution? https://t.co/FLcuBrKavn"	570161497	[{'type': 'quoted', 'id': '1632900452017659905'}]	1633141187694452736	['1633141187694452743']	1	0	3	506							negative	melissa
47	22974	1633674327210991616	en	everyone	2023-03-09 03:41:26+00:00	russia ukraine war expect kalingatv russia ukraine america britain bakhmutmeatgrinder http co wsntplrfs	"Russia-Ukraine War: What To Expect In 2023? || KalingaTV
#Russia #Ukraine #America #Britain #BakhmutMeatGrinder https://t.co/wSNTplrFs6"	1626928548425396224		1633674327210991616	['1633674327210991619']	0	0	0	54							neutral	melissa
48	36172	1633658143795482624	en	everyone	2023-03-09 16:53:58+00:00	mgcanmore charliekirk ukrainian american including country want truth ever since biden troll taking everything truth leave america talk real american stick corrupt ukraine handle corrupt	@mgcanmore @charliekirk11 You’re more Ukrainian than American. “Our”, not including you, country wants the truth and ever since Biden and his trolls taking over it’s been everything but the truth. Leave the America talk to real Americans. You just stick to corrupt Ukraine, we’ll handle the corrupt here	19819049	[{'type': 'replied_to', 'id': '1633658818608627712'}]	1633873773941395456	['1633873773941395456']	0	0	0	8	1908805122.0						negative	melissa
49	12469	1632945817115041792	en	everyone	2023-03-09 22:39:55+00:00	abacusai picking chatgpt brain create similar solution people company best wish	"@abacusai I'd been picking ChatGPT's brain on how to create a similar solution for people and companies and y'all did it ❤️
Best wishes!"	1497887103912673280	[{'type': 'replied_to', 'id': '1632945817115041792'}]	1633960835486994432	['1633960835486994432']	0	0	0	9	1.116005290762068e+18						positive	melissa
50	25208	1633670589771653120	en	everyone	2023-03-09 03:26:35+00:00	rt nytimes breaking news widespread missile attack explosion reported across ukraine early thursday air raid siren sou	RT @nytimes: Breaking News: Widespread missile attacks and explosions were reported across Ukraine early Thursday, with air raid sirens sou…	27314445	[{'type': 'retweeted', 'id': '1633666448429314051'}]	1633670589771653120	['1633670589771653122']	40	0	0	0							neutral	melissa
51	31015	1633194583537451008	en	everyone	2023-03-07 19:55:06+00:00	rt markjacob tomcottonar tom dc deserves statehood american citizen live larger population vermo	RT @MarkJacob16: @TomCottonAR No, Tom. DC deserves statehood because American citizens live there and it has a larger population than Vermo…	1492924236075261952	[{'type': 'retweeted', 'id': '1631315933640765443'}]	1633194583537451008	['1633194583537451014']	93	0	0	0							neutral	melissa
52	34042	1633875429202489344	en	everyone	2023-03-09 17:00:32+00:00	rt kyivindependent georgian authority withdraw controversial bill prompted massive protest foreign agent bill simil	"RT @KyivIndependent: ⚡️Georgian authorities withdraw controversial bill that prompted massive protests.

This ""foreign agent"" bill is simil…"	1047103401400651776	[{'type': 'retweeted', 'id': '1633841660609323014'}]	1633875429202489344	['1633875429202489345']	172	0	0	0							neutral	melissa
53	30231	1633468705328992256	en	everyone	2023-03-08 14:04:22+00:00	rt nbcnews senate set vote overturn criminal law change passed washington c council republican led measure	RT @NBCNews: The Senate is set to vote  to overturn criminal law changes passed by the Washington, D.C., Council, a Republican-led measure…	1633468122480140288	[{'type': 'retweeted', 'id': '1633456311810637826'}]	1633468705328992256	['1633468705328992257']	14	0	0	0							neutral	melissa
54	11061	1633974396187553792	en	everyone	2023-03-09 23:33:48+00:00	rt ihteshamit people struggle implementing automation business fear ai automation guide	"RT @ihteshamit: Most people struggle with implementing automation in their businesses. 

But fear not!

AI automation guide is here with:…"	1436285376805605376	[{'type': 'retweeted', 'id': '1633800046629244929'}]	1633974396187553792	['1633974396187553793']	43	0	0	0							positive	melissa
55	19932	1633654963464441856	en	everyone	2023-03-09 02:24:29+00:00	rt nataliegwinters biden rehires obama gain function research risk analyst kind research led covid ht	"RT @nataliegwinters: Biden Rehires Obama’s ‘Gain Of Function’ Research Risk Analyst.

(The same kind of research that led to COVID-19.)

ht…"	1557409196072587264	[{'type': 'retweeted', 'id': '1529502074467233793'}]	1633654963464441856	['1633654963464441856']	127	0	0	0							negative	melissa
56	28445	1633677208735678464	en	everyone	2023-03-09 03:52:53+00:00	rt chuckmodi also history racism dc resident majority black city black power dc	RT @ChuckModi1: “This is also about the history of racism on DC residents because we have been a majority Black city with Black power. DC S…	753280365020708864	[{'type': 'retweeted', 'id': '1633598710213910530'}]	1633677208735678464	['1633677208735678464']	6	0	0	0							neutral	melissa
57	36404	1633873578553933824	en	everyone	2023-03-09 16:53:11+00:00	russia take east bakhmut ukraine build force russia ukraine war news http co ka tld hxx	Russia takes east Bakhmut as Ukraine builds up forces | Russia-Ukraine war News https://t.co/ka7tLd3Hxx	1484847843496153088		1633873578553933824	['1633873578553933824']	0	0	0	73							neutral	melissa
58	890	1633345282766409728	en	everyone	2023-03-08 05:53:56+00:00	rt naomisky meghanmarkle must really worried chrisrocklive said racism claim someone reported	RT @NaomiSky_15: #MeghanMarkle must be really worried about what #ChrisRockLive said about her racism claims because someone reported that…	1569472110250311680	[{'type': 'retweeted', 'id': '1633289557390274561'}]	1633345282766409728	['1633345282766409730']	50	0	0	0							negative	melissa
59	34317	1633875241318350848	en	everyone	2023-03-09 16:59:48+00:00	situation update major reveal taking place biden regime continues escalate russian ukraine war ricardo bosi matt hancock amp white hat ops australia central bank failing opinion conservative http co jt emgczv	Situation Update - Major Reveal Taking Place As Biden Regime Continues To Escalate Russian-Ukraine War! Ricardo Bosi-Matt Hancock &amp; White Hat Ops In Australia! Central Banks Failing! - We The... | Opinion - Conservative https://t.co/7Jt6eMgCzV	1616114136722685952		1633875241318350848	['1633875241318350852']	0	0	0	22							negative	melissa
60	15374	1633669489463050240	en	everyone	2023-03-09 03:22:13+00:00	rt cardon brian jamie raskin md fresh fuck give call nihilistic orwellian ultra maga republican	RT @cardon_brian: Jamie Raskin (D-MD) #Fresh out of fucks to give calls out the nihilistic, Orwellian Ultra Maga Republicans and I am here…	153177381	[{'type': 'retweeted', 'id': '1633598051045588999'}]	1633669489463050240	['1633669489463050241']	230	0	0	0							negative	melissa
61	31964	1633877099110109184	en	everyone	2023-03-09 17:07:11+00:00	http co ywo cor let clear said blank check ok	"https://t.co/yWo3coR637 
""Let’s be very clear about what I said: no blank checks, OK?"""	2860325151		1633877099110109184	['1633877099110109184']	0	0	0	2							neutral	melissa
62	10477	1633980182032965632	en	everyone	2023-03-09 23:56:47+00:00	rt liquidocelotra slack platform team collaboration communication run cloud boost productivity collabo	RT @LiquidOcelotRa3: Slack is a platform for team collaboration and communication that runs in the cloud. To boost productivity and collabo…	1519605761277501440	[{'type': 'retweeted', 'id': '1633932034711203841'}]	1633980182032965632	['1633980182032965632']	45	0	0	0							neutral	melissa
63	29540	1633587711515717632	en	everyone	2023-03-08 21:57:15+00:00	rt tomfitton leftist belittle police eve senate vote squelch dc soft crime bill http co wzg yylqd foxnews	RT @TomFitton: Leftists belittle police on eve of Senate vote to squelch DC soft-on-crime bill https://t.co/WZg49YylqD #FoxNews	1587477096560984064	[{'type': 'retweeted', 'id': '1633587310095745029'}]	1633587711515717632	['1633587711515717638']	62	0	0	0							negative	melissa
