,Unnamed: 0,conversation_id,lang,reply_settings,created_at,clean_text,text,author_id,referenced_tweets,id,edit_history_tweet_ids,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.impression_count,in_reply_to_user_id,geo.place_id,withheld.copyright,withheld.country_codes,geo.coordinates.type,geo.coordinates.coordinates,our_label
3490,3490,1633092117651423232,en,everyone,2023-03-07 13:07:56+00:00,rt mhaquemk trying winning moment check win offer http co jpcyt nj amazon amazon homedecoration,"RT @mhaquemk: Trying is winning at the moment. 
Check and win more offer : https://t.co/JPCYT8t1Nj

#Amazonタイムセール祭り #Amazon #homedecoration…",1616706167505571840,"[{'type': 'retweeted', 'id': '1632794006743846913'}]",1633092117651423232,['1633092117651423232'],314,0,0,0,,,,,,,
12672,16962,1633322825585917952,en,everyone,2023-03-09 03:21:43+00:00,proud obama allinwithchris brianbeutler realize became septic right happened early imagine thing happened traveling hospital nearby would died,@Proud_of_Obama @allinwithchris @brianbeutler You realize she became septic right? What if it happened early? Imagine if the same thing happened when traveling and there wasn't a hospital nearby. She would have died. That's why not.,45004244,"[{'type': 'replied_to', 'id': '1633467799141224448'}]",1633669367194943488,['1633669367194943489'],0,0,0,4,861794238.0,,,,,,
15341,19631,1633656376726786048,en,everyone,2023-03-09 02:30:06+00:00,rt timinhonolulu theory flynn passed obama forced retire three start resulting big loss,RT @TimInHonolulu: I have a theory that when Flynn was passed over by  Obama and forced to retire a three start resulting in a big loss of…,243478422,"[{'type': 'retweeted', 'id': '1633565367426752518'}]",1633656376726786048,['1633656376726786049'],136,0,0,0,,,,,,,
15202,19492,1633657107038740480,en,everyone,2023-03-09 02:33:00+00:00,rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew,RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…,375726081,"[{'type': 'retweeted', 'id': '1633625411845345280'}]",1633657107038740480,['1633657107038740482'],3317,0,0,0,,,,,,,
9019,13309,1633953730516377600,en,everyone,2023-03-09 22:11:41+00:00,con chatgpt mandate pensione siri come fare http co msb vadfzx http co jpy jbpssv,"Con ChatGPT mandate in pensione Siri, come fare - https://t.co/msB6VadfZX https://t.co/jPy1jBPSsv",73986760,,1633953730516377600,['1633953730516377600'],0,0,0,3,,,,,,,
14476,18766,1633660871640592384,en,everyone,2023-03-09 02:47:58+00:00,rt boughruth beautiful shot michelle obama honor former first lady http co nasnwktegt,"RT @BoughRuth: Beautiful shot of Michelle Obama 
Honor to our former first Lady💕💕 https://t.co/nasnwKtEgt",1466226386885033984,"[{'type': 'retweeted', 'id': '1631750412524027912'}]",1633660871640592384,['1633660871640592386'],56,0,0,0,,,,,,,
5826,10116,1633983859749683200,en,everyone,2023-03-10 00:11:24+00:00,chatgpt learning judgement http co r zzi euyf,"On ChatGPT, learning, and judgement. https://t.co/R5Zzi4EUYf",378985653,,1633983859749683200,['1633983859749683200'],0,0,0,1,,,,,,,
10782,15072,1633940561068433408,en,everyone,2023-03-09 21:19:21+00:00,chatgpt language model training current give time http co w izkdq,chatgpt's language model training is only current to 2021. give it time... https://t.co/w04IzkdQ84,330584032,"[{'type': 'quoted', 'id': '1633934237815431168'}]",1633940561068433408,['1633940561068433409'],0,0,0,6,,,,,,,
7919,12209,1633963241398497280,en,everyone,2023-03-09 22:49:28+00:00,use chatgpt siri using simple iphone shortcut http co corg wn,You can now use ChatGPT with Siri using this simple iPhone shortcut https://t.co/cORg2wN4Up,15552861,,1633963241398497280,['1633963241398497282'],0,0,0,7,,,,,,,
25038,29328,1633391906733342720,en,everyone,2023-03-08 23:18:39+00:00,gmb susannareid suellabraverman contrary popular opinion give nation statehood become dumping ground endless stream people hate detest emigrate die,"@GMB @susannareid100 @SuellaBraverman Contrary to popular opinion, you don't have to give up your nation, you statehood and become a dumping ground for an endless stream of people who will hate and detest you until you emigrate or die out",1560666431708139520,"[{'type': 'replied_to', 'id': '1633391906733342721'}]",1633608196748132352,['1633608196748132353'],0,0,0,2,19424427.0,,,,,,
29625,33915,1633875534647283712,en,everyone,2023-03-09 17:00:58+00:00,rt maniatigeorge russian never learn cannot defeat ukrainian spirit ukrainian assist eit,RT @ManiatiGeorge: Russians will never learn. They cannot defeat the Ukrainian spirit and the Ukrainians…we will assist them until they eit…,849784106867150848,"[{'type': 'retweeted', 'id': '1633862149805330439'}]",1633875534647283712,['1633875534647283713'],3,0,0,0,,,,,,,
12940,17230,1633586577921245184,en,everyone,2023-03-09 03:15:59+00:00,jules unknown really childish obama still control try divide country,@Jules31415 Unknown! Really! How childish Obama still has control to try and divide the country!,1225066695666151424,"[{'type': 'replied_to', 'id': '1633586577921245184'}]",1633667921120575488,['1633667921120575490'],0,0,0,1,263547117.0,,,,,,
6141,10431,1633980595796623360,en,everyone,2023-03-09 23:58:26+00:00,rt nfsc balloon incident occurred u definitely exceed outcome pearl harbor incident japan b,RT @nfsc110: The balloon incident that occurred in the U.S. will definitely exceed the outcome of the Pearl Harbor incident in Japan. The b…,1505637779283361792,"[{'type': 'retweeted', 'id': '1633836545068367872'}]",1633980595796623360,['1633980595796623369'],7,0,0,0,,,,,,,
20207,24497,1633671671902093312,en,everyone,2023-03-09 03:30:53+00:00,rt dagnytaggart russia running vegetable fruit sorry russia britain http co gjjdpkqrck,"RT @DagnyTaggart963: Russia is running out of vegetables and fruits, sorry not Russia but Britain 🤷‍♀️ https://t.co/gjjDpkqRCk",905287347104866304,"[{'type': 'retweeted', 'id': '1633430499308843011'}]",1633671671902093312,['1633671671902093314'],46,0,0,0,,,,,,,
6765,11055,1633974465905283072,en,everyone,2023-03-09 23:34:05+00:00,time tell chatgpt respond every query star trek fan fiction,"For a time, tell ChatGPT to respond to every query as Star Trek fan fiction.",18308817,,1633974465905283072,['1633974465905283074'],0,0,0,55,,,,,,,
2178,2178,1633181531626766336,en,everyone,2023-03-07 19:03:14+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",1410312215866056704,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633181531626766336,['1633181531626766339'],9130,0,0,0,,,,,,,
6680,10970,1633975435397849088,en,everyone,2023-03-09 23:37:56+00:00,rt aiape coin aiape presale announcement listing pinksale th mar utc fair launch http co rjgy e fus kyc audi,"RT @AIApe_Coin: $AIAPE Presale Announcement 📣

Listing on #Pinksale 15th Mar at 13:00UTC

🚀Fair Launch🚀
https://t.co/RjGY3E7FUs

✅ KYC+Audi…",1633343445204082688,"[{'type': 'retweeted', 'id': '1633471884519182336'}]",1633975435397849088,['1633975435397849089'],2858,0,0,0,,,,,,,
17904,22194,1633675498265124864,en,everyone,2023-03-09 03:46:05+00:00,rt tuckercarlson measure medium total corruption one ever asks biden united state hoping accomplis,RT @TuckerCarlson: It’s a measure of our media’s total corruption that no one ever asks Biden what the United States is hoping to accomplis…,1605796197570314240,"[{'type': 'retweeted', 'id': '1628935118583910400'}]",1633675498265124864,['1633675498265124866'],5266,0,0,0,,,,,,,
7585,11875,1633966289009147904,en,everyone,2023-03-09 23:01:35+00:00,rt zachtratar another big new release embra new dramatic speed amp response quality improvement via chatgpt api,"RT @zachtratar: Another big new release of Embra ✨! Here’s what’s new:

1) Dramatic speed &amp; response quality improvements via ChatGPT API
2…",470790728,"[{'type': 'retweeted', 'id': '1633927733146451968'}]",1633966289009147904,['1633966289009147906'],2,0,0,0,,,,,,,
10718,15008,1633941000279269376,en,everyone,2023-03-09 21:21:06+00:00,rt mtaibbi chatgpt testified would called direct threat lol,"RT @mtaibbi: If ChatGPT testified to this it would have been called a “direct threat,” too lol.",1224905228291432448,"[{'type': 'retweeted', 'id': '1633934237815431168'}]",1633941000279269376,['1633941000279269380'],455,0,0,0,,,,,,,
27956,32246,1633876882436546560,en,everyone,2023-03-09 17:06:19+00:00,rt gerashchenko en russian propagandist say war ukraine like many conflict happen empire split,RT @Gerashchenko_en: Russian propagandists say that the war in Ukraine is like many conflicts before it that happen before an empire splits…,1496834414768267264,"[{'type': 'retweeted', 'id': '1633759277641785346'}]",1633876882436546560,['1633876882436546560'],239,0,0,0,,,,,,,
16157,20447,1633574849330262016,en,everyone,2023-03-09 02:15:25+00:00,lstargazer greg price eh would michael michelle obama,"@LStargazer54 @greg_price11 Eh, that would have to be Michael ""Michelle"" Obama.",1193911791878840320,"[{'type': 'replied_to', 'id': '1633591571571507202'}]",1633652681037209600,['1633652681037209601'],0,0,1,25,1.5159570872763105e+18,,,,,,
2864,2864,1633134896515518464,en,everyone,2023-03-07 15:57:56+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",2668380812,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633134896515518464,['1633134896515518464'],9130,0,0,0,,,,,,,
11702,15992,1633667495599955968,en,everyone,2023-03-09 03:14:17+00:00,rt senatedems would cataclysmic moody chief economist mark zandi lay cost maga republican forcing u,"RT @SenateDems: It would be “cataclysmic”

Moody’s Chief Economist Mark Zandi lays out the cost of MAGA Republicans forcing a 𝙛𝙞𝙧𝙨𝙩-𝙚𝙫𝙚𝙧 U.…",1325584042541117440,"[{'type': 'retweeted', 'id': '1633226642779693058'}]",1633667495599955968,['1633667495599955969'],120,0,0,0,,,,,,,
4070,4070,1633045245540663296,en,everyone,2023-03-07 10:01:41+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",3139955657,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633045245540663296,['1633045245540663297'],9130,0,0,0,,,,,,,
30024,34314,1633875244304961536,en,everyone,2023-03-09 16:59:48+00:00,rt gregrubini boom ukraine corruption john kerry u trying get rid prosecutor joe biden obama,"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…",1604524547008405504,"[{'type': 'retweeted', 'id': '1320412175421394947'}]",1633875244304961536,['1633875244304961539'],6867,0,0,0,,,,,,,
32122,36412,1633873573910835200,en,everyone,2023-03-09 16:53:10+00:00,merrick garland go ukraine son b tch ukraine new prosecutor,"Merrick Garland goes to Ukraine and, son-of-a-b*tch, Ukraine has a new prosecutor. Again.",736989573201301504,,1633873573910835200,['1633873573910835200'],41,5,80,1150,,,,,,,
10467,14757,1633942874298671104,en,everyone,2023-03-09 21:28:33+00:00,rt aiape coin aiape presale announcement listing pinksale th mar utc fair launch http co rjgy e fus kyc audi,"RT @AIApe_Coin: $AIAPE Presale Announcement 📣

Listing on #Pinksale 15th Mar at 13:00UTC

🚀Fair Launch🚀
https://t.co/RjGY3E7FUs

✅ KYC+Audi…",1324832649228087296,"[{'type': 'retweeted', 'id': '1633471884519182336'}]",1633942874298671104,['1633942874298671104'],2858,0,0,0,,,,,,,
10133,14423,1633945378797289472,en,everyone,2023-03-09 21:38:30+00:00,google dust failed google playbook fight chatgpt http co nykflwnemg,Google dusts off the failed Google+ playbook to fight ChatGPT https://t.co/NYkFlWnEmG,1520224878535667712,,1633945378797289472,['1633945378797289472'],0,0,0,5,,,,,,,
3781,3781,1633073906037964800,en,everyone,2023-03-07 11:55:34+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",1509526407415681024,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633073906037964800,['1633073906037964802'],9130,0,0,0,,,,,,,
6207,10497,1633972685586718720,en,everyone,2023-03-09 23:56:12+00:00,daveceth legit even see anything saying mean anything searched trending term chatgpt zk mean anything way two term thrown together result use case,"@daveceth I legit don't even see how anything they're saying means anything other than ""we searched for trending terms"".

chatgpt + zk doesn't mean anything.   there is no way those two terms thrown together results in a use-case.",911315541490569216,"[{'type': 'replied_to', 'id': '1633979419835375617'}]",1633980035349585920,['1633980035349585920'],0,1,1,9,12364942.0,,,,,,
17831,22121,1633675620172578816,en,everyone,2023-03-09 03:46:34+00:00,rt margogontar okay know sleeping right thanks russia die hell,"RT @MargoGontar: Okay, I know why I am not sleeping right now  (thanks, russia die in hell) 

You?",74933567,"[{'type': 'retweeted', 'id': '1633627107065511942'}]",1633675620172578816,['1633675620172578819'],15,0,0,0,,,,,,,
9790,14080,1633947912848719872,en,everyone,2023-03-09 21:48:34+00:00,rt alexisbuilding artificial intelligence may break capitalism earlier week openai chatgpt dall e ceo sam altman broke,"RT @AlexIsBuilding: Artificial intelligence may “Break Capitalism”

Earlier this week, OpenAi (ChatGPT/Dall-E) CEO Sam Altman,

Broke down…",1456275247154356224,"[{'type': 'retweeted', 'id': '1633914646041337857'}]",1633947912848719872,['1633947912848719873'],18,0,0,0,,,,,,,
10414,14704,1633943292340756480,en,everyone,2023-03-09 21:30:12+00:00,office ombudsperson seen visitor since opening door ombudsperson sarah klaper said wednesday faculty senate meeting http co jda ksj,"The Office of the Ombudsperson has seen 361 visitors since opening its doors, Ombudsperson Sarah Klaper said at Wednesday’s Faculty Senate meeting.
https://t.co/1JdA25ksJ7",23012995,,1633943292340756480,['1633943292340756480'],0,0,1,547,,,,,,,
4454,4454,1633010662757523456,en,everyone,2023-03-07 07:44:16+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",2176450648,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633010662757523456,['1633010662757523456'],9130,0,0,0,,,,,,,
9363,13653,1633951309459013632,en,everyone,2023-03-09 22:02:04+00:00,video dataenrichment minute openprise http co kitwvkvsf minute see ad select companylogoapi chatgpt cannot http co hqg qz eox,"Video : #DataEnrichment: A minute with Openprise 📹 📊 - https://t.co/KITWVKVsf8 #minutes 👈🏼 See the ad, select the #CompanyLogoAPI that does what  #chatGPT cannot do https://t.co/hQg3qz7Eox",3004245990,,1633951309459013632,['1633951309459013633'],0,0,0,8,,,,,,,
16069,20359,1633653000559538176,en,everyone,2023-03-09 02:16:41+00:00,rt gregrubini obama joe biden amp john kerry ukraine ukraine holocaust kerry call maidan th,"RT @GregRubini: 2) This is what OBAMA, Joe Biden &amp; John Kerry did in Ukraine, in 2014:
The Ukraine HOLOCAUST
(Kerry calls it ""Maidan"" in th…",4066158731,"[{'type': 'retweeted', 'id': '1320445157775413255'}]",1633653000559538176,['1633653000559538176'],601,0,0,0,,,,,,,
19904,24194,1633444762584850432,en,everyone,2023-03-09 03:33:02+00:00,randymot forgetting one trump greatest moment discouraged german enriching russia rightfully pointed could threaten give money russia expect u protect putin get anxious,@randymot4 You’re forgetting one of Trump’s greatest moments where he discouraged the Germans from enriching Russia which he rightfully pointed out could threaten them.  Why give their money to Russia and then expect us to protect them when Putin gets anxious?,518754275,"[{'type': 'replied_to', 'id': '1633524418969317376'}]",1633672214259154944,['1633672214259154945'],0,0,0,8,1.4802128754865766e+18,,,,,,
14269,18559,1633661880383275008,en,everyone,2023-03-09 02:51:58+00:00,rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew,RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…,1351302331548258304,"[{'type': 'retweeted', 'id': '1633625411845345280'}]",1633661880383275008,['1633661880383275008'],3316,0,0,0,,,,,,,
13857,18147,1633663804658667520,en,everyone,2023-03-09 02:59:37+00:00,rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew,RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…,164633995,"[{'type': 'retweeted', 'id': '1633625411845345280'}]",1633663804658667520,['1633663804658667522'],3316,0,0,0,,,,,,,
25850,30140,1633494530631561216,en,everyone,2023-03-08 15:46:59+00:00,rt mxgm dc today join c organizer rally action tell congress president biden keep handsoffdc fig,RT @MXGM_DC: TODAY: Join D.C. organizers for a rally and actions to tell Congress and President Biden: keep your #HandsOffDC! This is a fig…,786328024694165504,"[{'type': 'retweeted', 'id': '1633479317001830401'}]",1633494530631561216,['1633494530631561216'],4,0,0,0,,,,,,,
22758,27048,1633871437735010304,en,everyone,2023-03-09 16:44:41+00:00,rt mamataofficial happy st statehood day people meghalaya today commemorate hill state movement seek inspiratio,"RT @MamataOfficial: Happy 51st Statehood Day to the people of Meghalaya!

Today, we commemorate the hill state movement and seek inspiratio…",1256910346905718784,"[{'type': 'retweeted', 'id': '1616715361357029378'}]",1633871437735010304,['1633871437735010306'],894,0,0,0,,,,,,,
26889,31179,1632960008940933120,en,everyone,2023-03-07 16:12:04+00:00,anc b jnicholsonindc mayorbowser wrong true supporter dc statehood would never turn congress change law live die result work overturn period http co e j,"@Anc6B10 @JNicholsonInDC @MayorBowser And that was WRONG! Any true supporter of DC statehood would NEVER turn to congress to change our laws! You live or die, with the results and you work to overturn them. Period! https://t.co/0E9d4j643S",1472630020841652224,"[{'type': 'replied_to', 'id': '1633073856209362944'}]",1633138454593781760,['1633138454593781767'],0,0,0,44,1.3838596471954514e+18,,,,,,
3000,3000,1633125378675073024,en,everyone,2023-03-07 15:20:06+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",1514386467732156416,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633125378675073024,['1633125378675073033'],9130,0,0,0,,,,,,,
22499,26789,1633900781987348480,en,everyone,2023-03-09 18:41:17+00:00,rt foxnews protester arrested demonstrator confront police dc statehood rally ahead senate vote crime bill http co vzkh,RT @FoxNews: Protester arrested as demonstrators confront police at DC statehood rally ahead of Senate vote on crime bill https://t.co/vZkH…,1350868698849038336,"[{'type': 'retweeted', 'id': '1633674492852731904'}]",1633900781987348480,['1633900781987348480'],26,0,0,0,,,,,,,
27987,32277,1633876860055752704,en,everyone,2023-03-09 17:06:14+00:00,table tennis ukraine win cup igor sukovatiy v sergey skachenko ev start cet mn side subscribe link bio degenerategambler tabletennis,"Table Tennis Ukraine Win Cup
Igor Sukovatiy V Sergey Skachenko
EV = 5.3%
Starts at 2023-03-09 19:00 CET (in 53 mn)
Which side ? Subscribe link in bio.
#DegenerateGambler #Tabletennis",1431126425180966912,,1633876860055752704,['1633876860055752705'],0,0,0,2,,,,,,,
23328,27618,1631635400019312640,en,everyone,2023-03-09 12:43:56+00:00,provemewrong blackdiammon russian bitch butt hurting existence ever since came statehood keep cry ruska ciero going anywhere,"@provemewrong411 @blackdiammon Russian bitches have been butt hurting over 🇵🇱 existence ever since they came into statehood. Keep crying ruska ściero, we ain’t going anywhere 😚",1686923480,"[{'type': 'replied_to', 'id': '1631746171902341122'}]",1633810852401799168,['1633810852401799168'],0,1,0,15,1.617608573227352e+18,,,,,,
7236,11526,1633969812119638016,en,everyone,2023-03-09 23:15:35+00:00,ai ushering textpocalypse http co ng v lsqrc via theatlantic,AI Is Ushering in a Textpocalypse - https://t.co/NG2V6lSQrc via @TheAtlantic,8883702,,1633969812119638016,['1633969812119638017'],0,0,0,30,,,,,,,
14295,18585,1633661782211325952,en,everyone,2023-03-09 02:51:35+00:00,rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew,RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…,2369277338,"[{'type': 'retweeted', 'id': '1633625411845345280'}]",1633661782211325952,['1633661782211325953'],3316,0,0,0,,,,,,,
2554,2554,1633154768297246720,en,everyone,2023-03-07 17:16:53+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",1419525133,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633154768297246720,['1633154768297246721'],9130,0,0,0,,,,,,,
28903,33193,1633876123439476736,en,everyone,2023-03-09 17:03:18+00:00,rt blackintheempir russia went ukraine youtube banned stone film ukraine fire facebook took ban p,"RT @blackintheempir: When Russia went into Ukraine YouTube banned Stone's film Ukraine on Fire, and Facebook took off the ban they had on p…",1239661693304598528,"[{'type': 'retweeted', 'id': '1633846158840811521'}]",1633876123439476736,['1633876123439476736'],76,0,0,0,,,,,,,
12242,16532,1633671589433872384,en,everyone,2023-03-09 03:30:33+00:00,rt astraidogma moaenjoyer obama literally oval office bm live performance cmiyc nut,RT @astraIdogma: @moaenjoyer obama was literally in the oval office while bm was doing that live performance of cmiyc that’s nuts to me,1532484469671596032,"[{'type': 'retweeted', 'id': '1633671390707744770'}]",1633671589433872384,['1633671589433872384'],1,0,0,0,,,,,,,
14821,19111,1633659108950781952,en,everyone,2023-03-09 02:40:58+00:00,rt tomfitton obama knew clinton knew biden knew comey knew brennan knew mccabe knew strzok knew clapper knew schiff knew fbi knew,RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…,1609405085703962624,"[{'type': 'retweeted', 'id': '1633625411845345280'}]",1633659108950781952,['1633659108950781952'],3316,0,0,0,,,,,,,
1216,1216,1633276688678174720,en,everyone,2023-03-08 01:21:22+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",90978523,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633276688678174720,['1633276688678174721'],9130,0,0,0,,,,,,,
7391,11681,1633968070250168320,en,everyone,2023-03-09 23:08:40+00:00,rt breaking watch chatgpt asks cia director burn question http co jhcqmfbbxd,RT @Breaking911: WATCH: ChatGPT asks CIA Director Burns a question https://t.co/jhCQmfbBxD,1380242957652086784,"[{'type': 'retweeted', 'id': '1633966248911306753'}]",1633968070250168320,['1633968070250168322'],43,0,0,0,,,,,,,
827,827,1633357619212480512,en,everyone,2023-03-08 06:42:57+00:00,rt sagesurge marlon wayans roasting chris rock smith slap selectiveoutrage chrisrocklive chrisrock chrisrocknetflix,"RT @sagesurge: Marlon Wayans roasting Chris Rock about the Will Smith slap.

#selectiveoutrage #ChrisRockLive #ChrisRock #chrisrocknetflix…",538526861,"[{'type': 'retweeted', 'id': '1632525319973289985'}]",1633357619212480512,['1633357619212480514'],9130,0,0,0,,,,,,,
